hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,9,2017,June,25,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,219.0,0,Transient,104.0,0,1,Check-Out,2017-06-22
City Hotel,0,4,2016,May,19,2,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,1,No Deposit,221.0,0,Transient,95.0,0,0,Check-Out,2016-05-04
City Hotel,0,4,2016,May,21,16,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,221.0,0,Transient,95.0,0,0,Check-Out,2016-05-18
City Hotel,0,7,2016,June,23,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,2,No Deposit,221.0,0,Transient,104.0,0,0,Check-Out,2016-06-03
City Hotel,0,3,2016,July,28,4,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,221.0,0,Transient,79.0,0,0,Check-Out,2016-07-06
City Hotel,1,4,2016,October,42,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,D,D,0,No Deposit,221.0,0,Transient,110.0,0,0,Canceled,2016-10-11
City Hotel,0,1,2016,November,47,15,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,221.0,0,Transient,88.0,0,0,Check-Out,2016-11-17
City Hotel,0,0,2017,January,4,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,221.0,0,Transient,80.0,0,0,Check-Out,2017-01-27
City Hotel,0,4,2017,May,18,2,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,1,No Deposit,221.0,0,Transient,104.0,0,0,Check-Out,2017-05-04
City Hotel,0,28,2017,July,27,3,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,D,D,0,No Deposit,221.0,0,Transient,114.33,0,0,Check-Out,2017-07-05
City Hotel,0,57,2017,August,31,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,0,No Deposit,221.0,0,Transient,80.0,0,0,Check-Out,2017-08-03
City Hotel,0,6,2016,May,19,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,227.0,0,Transient,110.0,0,0,Check-Out,2016-05-04
City Hotel,0,2,2016,December,51,14,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,227.0,0,Transient,86.0,0,1,Check-Out,2016-12-17
City Hotel,0,6,2016,May,19,3,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,D,D,0,No Deposit,227.0,0,Transient,110.0,0,0,Check-Out,2016-05-04
City Hotel,0,16,2016,June,25,16,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,227.0,0,Transient,95.0,0,0,Check-Out,2016-06-17
City Hotel,0,6,2016,November,46,8,0,1,1,0.0,0,BB,FRA,Corporate,Corporate,1,0,2,D,D,0,No Deposit,227.0,0,Transient,94.0,0,0,Check-Out,2016-11-09
City Hotel,0,0,2016,November,48,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-11-24
City Hotel,0,1,2017,June,26,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,40.0,0,Transient,65.0,0,1,Check-Out,2017-06-28
City Hotel,0,28,2017,August,33,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,F,0,No Deposit,40.0,0,Transient,77.0,0,1,Check-Out,2017-08-17
City Hotel,0,2,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-05
City Hotel,0,0,2016,May,19,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,219.0,0,Transient,89.0,0,0,Check-Out,2016-05-05
City Hotel,0,1,2016,September,39,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,D,E,0,No Deposit,219.0,0,Transient,110.0,0,0,Check-Out,2016-09-22
City Hotel,0,0,2016,September,40,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,D,B,1,No Deposit,219.0,0,Transient,110.0,0,1,Check-Out,2016-09-29
City Hotel,0,2,2016,October,41,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,D,E,0,No Deposit,219.0,0,Transient,110.0,0,1,Check-Out,2016-10-07
City Hotel,0,8,2016,October,43,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,219.0,0,Transient,89.0,0,1,Check-Out,2016-10-21
City Hotel,0,1,2017,February,6,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,219.0,0,Transient,80.0,0,1,Check-Out,2017-02-09
City Hotel,0,0,2016,May,19,5,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,G,0,No Deposit,216.0,0,Transient,111.2,0,0,Check-Out,2016-05-06
City Hotel,0,0,2016,May,19,2,1,3,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient-Party,95.0,0,0,Check-Out,2016-05-06
City Hotel,0,0,2017,May,22,30,0,3,1,0.0,0,BB,PRT,Aviation,Corporate,1,0,1,A,A,0,No Deposit,153.0,0,Transient,95.0,0,2,Check-Out,2017-06-02
City Hotel,0,0,2017,June,23,7,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,1,0,2,A,A,0,No Deposit,153.0,0,Transient,144.0,0,2,Check-Out,2017-06-08
City Hotel,0,0,2016,May,19,2,1,3,1,0.0,0,BB,ESP,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient-Party,95.0,0,0,Check-Out,2016-05-06
City Hotel,0,0,2016,May,19,6,0,1,2,0.0,0,BB,DEU,Online TA,Direct,0,0,0,A,K,0,No Deposit,47.0,0,Transient,80.0,0,0,Check-Out,2016-05-07
City Hotel,0,1,2016,May,19,6,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,216.0,0,Transient,105.0,0,0,Check-Out,2016-05-09
City Hotel,0,21,2016,April,18,28,3,8,1,0.0,0,BB,IRL,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-09
City Hotel,0,4,2016,May,20,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-11
City Hotel,0,6,2016,July,31,26,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-07-29
City Hotel,0,1,2016,May,20,10,0,1,2,0.0,0,BB,DEU,Online TA,Corporate,0,0,0,A,A,0,No Deposit,47.0,0,Transient,83.0,0,0,Check-Out,2016-05-11
City Hotel,0,1,2016,May,20,10,0,1,2,0.0,0,BB,FRA,Online TA,Corporate,0,0,0,A,A,0,No Deposit,47.0,0,Transient,83.0,0,0,Check-Out,2016-05-11
City Hotel,0,6,2016,May,20,9,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,216.0,0,Transient,99.2,0,0,Check-Out,2016-05-12
City Hotel,0,7,2016,May,20,9,1,2,1,0.0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,91.0,0,Transient,95.0,0,0,Check-Out,2016-05-12
City Hotel,0,28,2016,May,20,9,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,179.0,0,Transient,89.0,0,1,Check-Out,2016-05-12
City Hotel,0,2,2016,May,20,11,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,219.0,0,Transient,89.0,1,1,Check-Out,2016-05-12
City Hotel,0,4,2016,June,24,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,219.0,0,Transient,98.0,1,1,Check-Out,2016-06-08
City Hotel,0,2,2016,June,25,15,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,D,D,0,No Deposit,219.0,0,Transient,119.0,1,1,Check-Out,2016-06-16
City Hotel,0,4,2016,July,27,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,D,D,1,No Deposit,219.0,0,Transient,103.0,1,1,Check-Out,2016-07-02
City Hotel,0,14,2016,September,38,14,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,E,0,No Deposit,219.0,0,Transient,89.0,0,1,Check-Out,2016-09-15
City Hotel,0,7,2016,September,39,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,E,E,0,No Deposit,219.0,0,Transient,134.0,1,1,Check-Out,2016-09-22
City Hotel,0,14,2016,September,40,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,D,D,0,No Deposit,219.0,0,Transient,119.0,1,1,Check-Out,2016-09-29
City Hotel,0,28,2016,October,42,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,219.0,0,Transient,98.0,1,1,Check-Out,2016-10-13
City Hotel,0,16,2016,October,43,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No Deposit,219.0,0,Transient,98.0,1,2,Check-Out,2016-10-20
City Hotel,0,19,2016,October,44,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,1,No Deposit,219.0,0,Transient,98.0,1,1,Check-Out,2016-10-27
City Hotel,1,26,2016,November,45,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,E,0,No Deposit,219.0,0,Transient,88.0,0,1,No-Show,2016-11-02
City Hotel,0,33,2016,November,46,9,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,10,A,A,0,No Deposit,219.0,0,Transient,88.0,1,1,Check-Out,2016-11-10
City Hotel,0,1,2017,January,1,4,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,1,11,A,A,0,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-01-05
City Hotel,0,7,2017,January,2,10,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,12,A,A,1,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-01-12
City Hotel,0,15,2017,January,3,18,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,13,A,D,0,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-01-19
City Hotel,0,22,2017,January,4,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,14,A,D,0,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-01-26
City Hotel,0,6,2017,January,5,31,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,15,A,A,0,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-02-02
City Hotel,0,8,2017,May,18,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,16,A,D,2,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-05-03
City Hotel,0,16,2017,May,19,10,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,17,A,D,0,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-05-11
City Hotel,0,0,2017,May,20,15,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,18,A,D,0,No Deposit,219.0,0,Transient,95.0,1,2,Check-Out,2017-05-16
City Hotel,0,23,2017,May,20,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,19,A,E,0,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-05-18
City Hotel,0,30,2017,May,21,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,20,A,A,0,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-05-25
City Hotel,0,37,2017,May,22,31,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,21,A,D,0,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-06-01
City Hotel,0,7,2017,June,23,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,22,A,A,0,No Deposit,219.0,0,Transient,142.65,1,2,Check-Out,2017-06-08
City Hotel,0,20,2017,June,25,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,23,D,D,1,No Deposit,219.0,0,Transient,119.0,1,2,Check-Out,2017-06-21
City Hotel,0,27,2017,June,26,27,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,24,A,A,1,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-06-29
City Hotel,0,3,2017,July,28,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,25,D,D,0,No Deposit,219.0,0,Transient,104.0,0,2,Check-Out,2017-07-14
City Hotel,0,8,2017,July,29,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,26,D,D,0,No Deposit,219.0,0,Transient,104.0,1,2,Check-Out,2017-07-21
City Hotel,0,44,2017,August,34,23,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,27,A,A,0,No Deposit,219.0,0,Transient,89.0,1,2,Check-Out,2017-08-24
City Hotel,0,50,2017,August,35,29,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,28,A,A,1,No Deposit,219.0,0,Transient,89.0,1,4,Check-Out,2017-08-31
City Hotel,0,24,2016,May,20,8,2,3,1,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient,95.0,0,1,Check-Out,2016-05-13
City Hotel,0,24,2016,May,20,8,2,3,1,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient,95.0,0,1,Check-Out,2016-05-13
City Hotel,0,6,2016,May,20,12,0,1,1,0.0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,246.0,0,Transient-Party,129.0,0,0,Check-Out,2016-05-13
City Hotel,0,6,2016,May,20,12,0,1,1,0.0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,246.0,0,Transient-Party,129.0,0,0,Check-Out,2016-05-13
City Hotel,0,12,2016,May,21,16,1,1,1,0.0,0,BB,NLD,Corporate,Corporate,0,0,0,A,A,0,No Deposit,245.0,0,Transient,93.0,0,0,Check-Out,2016-05-17
City Hotel,0,35,2016,May,21,16,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,179.0,0,Transient,89.0,0,0,Check-Out,2016-05-17
City Hotel,0,35,2016,May,21,16,1,1,1,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,179.0,0,Transient,89.0,0,0,Check-Out,2016-05-17
City Hotel,0,3,2016,May,21,16,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-18
City Hotel,0,4,2016,May,22,23,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-24
City Hotel,0,14,2016,May,20,12,2,5,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-19
City Hotel,1,1,2017,June,23,8,0,1,1,0.0,0,BB,PRT,Aviation,Corporate,1,1,1,A,A,0,No Deposit,153.0,0,Transient,144.0,0,0,Canceled,2017-06-07
City Hotel,1,4,2017,June,24,11,2,2,1,0.0,0,BB,PRT,Aviation,Corporate,1,2,1,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Canceled,2017-06-08
City Hotel,1,8,2017,June,24,17,2,2,1,0.0,0,BB,PRT,Aviation,Corporate,1,2,1,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Canceled,2017-06-17
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,BEL,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,DNK,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,2,0.0,0,BB,FRA,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,218.0,0,Transient-Party,140.0,0,1,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,ROU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,2,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,2,No Deposit,218.0,0,Transient-Party,140.0,0,1,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,AUT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,DEU,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,ESP,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,1,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,CHE,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,RUS,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,0,2016,May,21,18,0,1,1,0.0,0,BB,CZE,Corporate,Direct,0,0,0,A,D,1,No Deposit,38.0,0,Transient-Party,140.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,MAR,Corporate,TA/TO,0,0,0,A,F,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,RUS,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,76,2016,May,21,17,0,2,1,0.0,0,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,12,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,64,2016,May,21,17,0,2,1,0.0,0,BB,AUS,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-19
City Hotel,0,8,2016,May,21,17,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,3,2016,May,21,19,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,1,No Deposit,174.0,0,Transient,159.0,0,0,Check-Out,2016-05-20
City Hotel,0,31,2016,May,21,15,2,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient,95.0,0,1,Check-Out,2016-05-20
City Hotel,0,7,2016,May,21,16,1,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,64,2016,May,21,17,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,2,2016,May,21,19,0,1,1,0.0,0,BB,AUT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Check-Out,2016-05-20
City Hotel,0,1,2017,January,3,17,0,1,1,0.0,0,BB,AUT,Aviation,Corporate,1,0,1,A,A,0,No Deposit,153.0,0,Transient,79.0,0,0,Check-Out,2017-01-18
City Hotel,0,1,2017,May,22,30,0,1,1,0.0,0,BB,AUT,Aviation,Corporate,1,0,2,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2017-05-31
City Hotel,0,64,2016,May,21,17,0,3,1,0.0,0,BB,BEL,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,64,2016,May,21,17,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,218.0,0,Transient-Party,130.0,0,0,Check-Out,2016-05-20
City Hotel,0,31,2016,May,21,15,2,4,1,0.0,0,BB,USA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,174.0,0,Transient,95.0,0,1,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,100.0,0,0,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,100.0,0,0,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,109.0,0,0,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,100.0,0,0,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,109.0,0,0,Check-Out,2016-05-21
City Hotel,0,28,2016,May,21,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,100.0,0,0,Check-Out,2016-05-21
City Hotel,0,29,2016,May,21,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,174.0,0,Transient-Party,95.0,0,0,Check-Out,2016-05-21
City Hotel,0,29,2016,May,21,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,174.0,0,Transient-Party,95.0,0,0,Check-Out,2016-05-21
City Hotel,0,11,2016,May,20,9,5,10,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,A,A,1,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
City Hotel,0,3,2016,May,20,9,5,10,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Check-Out,2016-05-24
City Hotel,0,3,2017,June,24,11,2,2,1,0.0,0,BB,DEU,Aviation,Corporate,1,0,1,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2017-06-15
City Hotel,0,11,2016,May,20,9,5,10,1,0.0,0,BB,ITA,Aviation,Corporate,0,0,0,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
City Hotel,0,3,2016,May,20,9,5,10,1,0.0,0,BB,IRL,Aviation,Corporate,0,0,0,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Check-Out,2016-05-24
City Hotel,0,3,2016,May,20,9,5,10,1,0.0,0,BB,HRV,Aviation,Corporate,0,0,0,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Check-Out,2016-05-24
City Hotel,0,3,2016,May,20,9,5,10,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,D,D,0,No Deposit,153.0,0,Transient,110.0,0,0,Check-Out,2016-05-24
City Hotel,0,0,2016,June,26,20,1,3,1,0.0,0,BB,FRA,Aviation,Corporate,1,0,1,A,A,0,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-06-24
City Hotel,0,11,2016,May,20,9,5,10,1,0.0,0,BB,FRA,Aviation,Corporate,0,0,0,A,A,1,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
City Hotel,0,11,2016,May,20,9,5,10,1,0.0,0,BB,BEL,Aviation,Corporate,0,0,0,A,A,1,No Deposit,153.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
City Hotel,0,6,2016,May,22,23,1,1,1,0.0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,0,No Deposit,251.0,0,Transient,95.0,0,0,Check-Out,2016-05-24
City Hotel,0,19,2016,June,26,20,1,1,1,0.0,0,BB,BEL,Corporate,Corporate,1,0,1,A,A,0,No Deposit,251.0,0,Transient,95.0,0,0,Check-Out,2016-06-22
City Hotel,0,0,2016,May,22,23,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,40.0,0,Transient,65.0,0,0,Check-Out,2016-05-24
